Año,Región,Provincia,Comuna,Rubro,CIIU,Contaminante,Emision,Huso,latitud,longitud
"2,020",Valparaíso,Valparaíso,Puchuncaví,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon dioxide,"1,446,879.13",19,-32.75250322,-71.47933591
"2,020",Valparaíso,Valparaíso,Puchuncaví,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon dioxide,"1,334,674.59",19,-32.75252209,-71.47929375
"2,020",Valparaíso,Quillota,Quillota,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon dioxide,"923,803.06",19,-32.93750356,-71.32189478
"2,020",Valparaíso,Valparaíso,Puchuncaví,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon dioxide,"861,011.86",19,-32.75255771,-71.47931608
"2,020",Valparaíso,Quillota,Quillota,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon dioxide,"683,972.30",19,-32.93750356,-71.32189478
"2,020",Valparaíso,Quillota,Quillota,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon dioxide,"574,158.25",19,-32.93648636,-71.31645724
"2,020",Valparaíso,Quillota,Calera,"Producción de cemento, cal y yeso","Fabricación de cemento, cal y yeso",Carbon dioxide,"461,008.68",19,-32.79028465,-71.20052585
"2,020",Valparaíso,Valparaíso,Quintero,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon dioxide,"285,560.09",19,-32.7862605,-71.48494815
"2,020",Valparaíso,Valparaíso,Quintero,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon dioxide,"225,612.77",19,-32.7862605,-71.48494815
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras industrias manufactureras,Fabricación de otros productos elaborados de metal n.c.p.,Carbon dioxide,"108,492.38",19,-33.05451284,-71.55777482
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras industrias manufactureras,Fabricación de otros productos elaborados de metal n.c.p.,Carbon dioxide,"108,492.38",19,-33.05451284,-71.55777482
"2,020",Valparaíso,Valparaíso,Puchuncaví,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon dioxide,"107,694.23",19,-32.75255771,-71.47931608
"2,020",Valparaíso,San Felipe de Aconcagua,Llaillay,Otras industrias manufactureras,Fabricación de vidrio y productos de vidrio,Carbon dioxide,"83,698.00",19,-32.84819055,-70.94168992
"2,020",Valparaíso,San Felipe de Aconcagua,Llaillay,Otras industrias manufactureras,Fabricación de vidrio y productos de vidrio,Carbon dioxide,"67,551.89",19,-32.84819055,-70.94168992
"2,020",Valparaíso,Valparaíso,Concón,Otras actividades,Fabricación de gas; distribución de combustibles gaseosos por tuberías,Carbon dioxide,"66,412.39",19,-32.92743675,-71.50725826
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"61,521.03",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"47,615.63",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"47,270.41",19,-32.92610542,-70.28726234
"2,020",Valparaíso,Marga Marga,Villa Alemana,Producción agropecuaria,Cría de aves de corral,Carbon dioxide,"40,077.55",19,-33.06376356,-71.32967179
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"37,333.46",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"36,765.87",19,-32.92610542,-70.28726234
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"32,779.21",19,-32.92610542,-70.28726234
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"32,506.41",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,"Industria química, de plástico y caucho",Fabricación de otros productos químicos n.c.p.,Carbon dioxide,"30,444.77",19,-32.92690716,-71.4949798
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"29,886.49",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Quillota,Calera,Otras actividades,Suministro de vapor y de aire acondicionado,Carbon dioxide,"29,292.26",19,-32.76563236,-71.188018
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras industrias manufactureras,Fabricación de otros productos elaborados de metal n.c.p.,Carbon dioxide,"21,385.24",19,-33.05451284,-71.55777482
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"21,146.01",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"19,486.71",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Casablanca,Otras industrias manufactureras,Elaboración de otros productos alimenticios n.c.p.,Carbon dioxide,"19,044.82",19,-33.32979213,-71.39191957
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"17,773.21",19,-32.76486898,-71.48281651
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras industrias manufactureras,Fabricación de otros productos elaborados de metal n.c.p.,Carbon dioxide,"17,718.49",19,-33.05451284,-71.55777482
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"14,317.30",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"12,808.93",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"11,666.21",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"11,225.43",19,-32.76486898,-71.48281651
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"10,389.30",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Casablanca,Otras industrias manufactureras,Elaboración de piensos preparados para animales,Carbon dioxide,"10,055.78",19,-33.36665559,-71.30359762
"2,020",Valparaíso,Marga Marga,Quilpué,Otras industrias manufactureras,Otras industrias manufactureras n.c.p.,Carbon dioxide,"9,771.40",19,-33.03816221,-71.42620485
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Carbon dioxide,"9,503.85",19,-32.79958061,-70.95446046
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"8,047.75",19,-32.76486898,-71.48281651
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"7,326.12",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"7,015.50",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"6,841.18",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"6,816.66",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"6,407.67",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Marga Marga,Villa Alemana,Producción agropecuaria,Cría de aves de corral,Carbon dioxide,"6,328.03",19,-33.06376356,-71.32967179
"2,020",Valparaíso,Valparaíso,Valparaíso,Gestores de residuos,Tratamiento y eliminación de desechos no peligrosos,Carbon dioxide,"6,289.16",19,-33.08224704,-71.64760162
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"6,227.48",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"5,743.35",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Valparaíso,Otras industrias manufactureras,Reparación de maquinaria,Carbon dioxide,"4,963.62",19,-33.03771145,-71.58722001
"2,020",Valparaíso,Valparaíso,Valparaíso,Gestores de residuos,Tratamiento y eliminación de desechos no peligrosos,Carbon dioxide,"4,714.23",19,-33.08224704,-71.64760162
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"4,694.19",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"4,559.25",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"4,171.23",19,-32.76486898,-71.48281651
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"3,825.96",19,-32.76486898,-71.48281651
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"3,801.48",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon dioxide,"3,751.69",19,-32.93045781,-71.4733207
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"3,671.66",19,-32.92439011,-71.50675531
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Carbon dioxide,"3,618.97",19,-32.79958061,-70.95446046
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Carbon dioxide,"3,593.97",19,-32.79958061,-70.95446046
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"3,503.30",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras industrias manufactureras,Fabricación de otros productos elaborados de metal n.c.p.,Carbon dioxide,"3,374.95",19,-33.05451284,-71.55777482
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"3,350.95",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"3,238.72",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"3,177.22",19,-32.92610542,-70.28726234
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"2,763.46",19,-32.76486898,-71.48281651
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"2,740.44",19,-32.76486898,-71.48281651
"2,020",Valparaíso,Valparaíso,Valparaíso,Gestores de residuos,Tratamiento y eliminación de desechos no peligrosos,Carbon dioxide,"2,717.31",19,-33.08224704,-71.64760162
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"2,683.68",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"2,540.12",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"2,519.54",19,-33.0955005,-70.25441905
"2,020",Valparaíso,Quillota,Calera,"Producción de cemento, cal y yeso","Fabricación de cemento, cal y yeso",Nitrogen oxides (NOx),"2,470.62",19,-32.79028465,-71.20052585
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"2,463.13",19,-32.76486898,-71.48281651
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"2,419.25",19,-32.76486898,-71.48281651
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"2,413.12",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"2,310.75",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Valparaíso,Otras industrias manufactureras,Elaboración de otros productos alimenticios n.c.p.,Carbon dioxide,"2,291.90",19,-33.04536312,-71.61589986
"2,020",Valparaíso,Quillota,Calera,"Producción de cemento, cal y yeso","Fabricación de cemento, cal y yeso",Sulfur dioxide,"2,271.01",19,-32.79028465,-71.20052585
"2,020",Valparaíso,Quillota,Quillota,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon dioxide,"2,144.38",19,-32.93750356,-71.32189478
"2,020",Valparaíso,San Felipe de Aconcagua,Putaendo,Producción agropecuaria,Actividades poscosecha,Carbon dioxide,"1,858.78",19,-32.66523684,-70.74615075
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"1,823.58",19,-33.0955005,-70.25441905
"2,020",Valparaíso,Valparaíso,Puchuncaví,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Sulfur dioxide,"1,749.02",19,-32.75250322,-71.47933591
"2,020",Valparaíso,Valparaíso,Puchuncaví,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Nitrogen oxides (NOx),"1,728.57",19,-32.75252209,-71.47929375
"2,020",Valparaíso,Valparaíso,Puchuncaví,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Nitrogen oxides (NOx),"1,721.94",19,-32.75250322,-71.47933591
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Carbon dioxide,"1,689.10",19,-32.79958061,-70.95446046
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"1,685.00",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"1,674.12",19,-32.76486898,-71.48281651
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"1,672.13",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Quintero,"Industria química, de plástico y caucho",Fabricación de otros productos químicos n.c.p.,Carbon dioxide,"1,661.07",19,-32.91396244,-71.49705375
"2,020",Valparaíso,Valparaíso,Puchuncaví,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Sulfur dioxide,"1,651.40",19,-32.75252209,-71.47929375
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Carbon dioxide,"1,647.24",19,-32.79958061,-70.95446046
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Carbon dioxide,"1,606.80",19,-32.79958061,-70.95446046
"2,020",Valparaíso,Valparaíso,Puchuncaví,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Nitrogen oxides (NOx),"1,516.56",19,-32.75255771,-71.47931608
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Carbon dioxide,"1,506.11",19,-32.79958061,-70.95446046
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"1,498.66",19,-32.77180753,-70.99369127
"2,020",Valparaíso,Valparaíso,Concón,Otras industrias manufactureras,Fabricación de otros productos minerales no metálicos n.c.p.,Carbon dioxide,"1,494.85",19,-32.93141289,-71.45920116
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras industrias manufactureras,Fabricación de otros productos minerales no metálicos n.c.p.,Carbon dioxide,"1,386.13",19,-32.98374552,-71.48887527
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,"1,367.49",19,-32.92439011,-71.50675531
"2,020",Valparaíso,Valparaíso,Concón,"Industria química, de plástico y caucho",Fabricación de otros productos de caucho,Carbon dioxide,"1,252.63",19,-32.95904621,-71.51014049
"2,020",Valparaíso,Valparaíso,Concón,Otras actividades,Fabricación de gas; distribución de combustibles gaseosos por tuberías,Carbon dioxide,"1,202.99",19,-32.92743675,-71.50725826
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"1,171.67",19,-33.0955005,-70.25441905
"2,020",Valparaíso,Quillota,Calera,Producción agropecuaria,Cría de aves de corral,Carbon dioxide,"1,164.01",19,-32.77541841,-71.19514268
"2,020",Valparaíso,Valparaíso,Casablanca,Otras industrias manufactureras,Elaboración de otros productos alimenticios n.c.p.,Carbon dioxide,"1,149.65",19,-33.32979213,-71.39191957
"2,020",Valparaíso,Valparaíso,Puchuncaví,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Sulfur dioxide,"1,125.97",19,-32.75255771,-71.47931608
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras actividades,Actividades de hospitales públicos y privados,Carbon dioxide,"1,110.81",19,-32.98336828,-71.53405556
"2,020",Valparaíso,Valparaíso,Concón,Otras industrias manufactureras,Fabricación de otros productos minerales no metálicos n.c.p.,"PM, primary","1,107.60",19,-32.93141289,-71.45920116
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Carbon dioxide,"1,084.61",19,-32.79958061,-70.95446046
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,"1,083.58",19,-33.0955005,-70.25441905
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras actividades,Actividades de hospitales públicos y privados,Carbon dioxide,"1,071.32",19,-32.98336828,-71.53405556
"2,020",Valparaíso,Valparaíso,Concón,"Industria química, de plástico y caucho",Fabricación de otros productos de caucho,Carbon dioxide,"1,069.48",19,-32.95904621,-71.51014049
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras industrias manufactureras,"Elaboración de cacao, chocolate y de productos de confitería",Carbon dioxide,"1,060.23",19,-32.98313901,-71.5016217
"2,020",Valparaíso,Quillota,Hijuelas,Producción agropecuaria,Propagación de plantas,Carbon dioxide,"1,033.09",19,-32.83015107,-71.12656948
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Carbon dioxide,"1,012.73",19,-32.79958061,-70.95446046
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,985.03,19,-32.76486898,-71.48281651
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras actividades,Actividades de hospitales públicos y privados,Carbon dioxide,968.85,19,-33.000519,-71.54332052
"2,020",Valparaíso,San Antonio,Cartagena,Construcción,Otras actividades especializadas de construcción,Carbon dioxide,877.83,19,-33.55894305,-71.55330956
"2,020",Valparaíso,San Antonio,Cartagena,Construcción,Otras actividades especializadas de construcción,Carbon dioxide,877.83,19,-33.55894305,-71.55330956
"2,020",Valparaíso,Quillota,Hijuelas,Otras industrias manufactureras,"Elaboración y conservación de frutas, legumbres y hortalizas",Carbon dioxide,864.14,19,-32.78961864,-71.16632387
"2,020",Valparaíso,San Felipe de Aconcagua,San Felipe,Otras industrias manufactureras,Otras industrias manufactureras n.c.p.,Carbon dioxide,857.45,19,-32.81222552,-70.69452987
"2,020",Valparaíso,Valparaíso,Puchuncaví,Minería,Extracción y procesamiento de cobre,Carbon dioxide,758.23,19,-32.76486898,-71.48281651
"2,020",Valparaíso,Quillota,Hijuelas,Otras industrias manufactureras,"Elaboración y conservación de frutas, legumbres y hortalizas",Carbon dioxide,725.3,19,-32.78961864,-71.16632387
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras industrias manufactureras,"Elaboración de cacao, chocolate y de productos de confitería",Carbon dioxide,715.67,19,-32.98313901,-71.5016217
"2,020",Valparaíso,Valparaíso,Casablanca,Otras industrias manufactureras,Elaboración de otros productos alimenticios n.c.p.,Carbon dioxide,619.06,19,-33.32979213,-71.39191957
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras actividades,Actividades de hospitales públicos y privados,Carbon dioxide,615.73,19,-33.000519,-71.54332052
"2,020",Valparaíso,Marga Marga,Limache,Otras actividades,Actividades de hospitales públicos y privados,Carbon dioxide,597.29,19,-32.99757651,-71.26751213
"2,020",Valparaíso,Valparaíso,Quintero,Pesca y acuicultura,Pesca marítima,Carbon dioxide,591.36,19,-32.7776974,-71.5253454
"2,020",Valparaíso,Valparaíso,Viña del Mar,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,582.72,19,-33.05390424,-71.49886824
"2,020",Valparaíso,Petorca,Cabildo,Minería,Extracción y procesamiento de cobre,Carbon dioxide,580.31,19,-32.53964859,-71.00689868
"2,020",Valparaíso,Valparaíso,Quintero,"Industria química, de plástico y caucho",Fabricación de otros productos químicos n.c.p.,Carbon dioxide,562.15,19,-32.91396244,-71.49705375
"2,020",Valparaíso,Valparaíso,Quintero,"Industria química, de plástico y caucho",Fabricación de otros productos químicos n.c.p.,Carbon dioxide,533.58,19,-32.91396244,-71.49705375
"2,020",Valparaíso,Quillota,Quillota,Otras actividades,Fabricación de gas; distribución de combustibles gaseosos por tuberías,Carbon dioxide,532.92,19,-32.93617655,-71.31663095
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Sulfur dioxide,530.67,19,-32.79958061,-70.95446046
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Sulfur dioxide,530.67,19,-32.79958061,-70.95446046
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Sulfur dioxide,530.67,19,-32.79958061,-70.95446046
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Sulfur dioxide,530.67,19,-32.79958061,-70.95446046
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Sulfur dioxide,530.67,19,-32.79958061,-70.95446046
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Sulfur dioxide,530.67,19,-32.79958061,-70.95446046
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Sulfur dioxide,530.67,19,-32.79958061,-70.95446046
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Sulfur dioxide,530.67,19,-32.79958061,-70.95446046
"2,020",Valparaíso,San Felipe de Aconcagua,Catemu,Otras industrias manufactureras,Fundición de metales no ferrosos,Sulfur dioxide,530.67,19,-32.79958061,-70.95446046
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Carbon dioxide,506.43,19,-32.92439011,-71.50675531
"2,020",Valparaíso,San Felipe de Aconcagua,San Felipe,Otras actividades,Actividades de hospitales públicos y privados,Carbon dioxide,479.05,19,-32.75008618,-70.70899845
"2,020",Valparaíso,San Felipe de Aconcagua,Putaendo,Otras actividades,Actividades de hospitales públicos y privados,Carbon dioxide,477.29,19,-32.62846091,-70.71774572
"2,020",Valparaíso,Quillota,Quillota,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon monoxide,456.33,19,-32.93702893,-71.31637515
"2,020",Valparaíso,Marga Marga,Limache,Otras actividades,Actividades de hospitales públicos y privados,Nitrogen oxides (NOx),442.57,19,-32.99757651,-71.26751213
"2,020",Valparaíso,Valparaíso,Concón,Refinería de petróleo,Fabricación de productos de la refinación del petróleo,Sulfur dioxide,442.56,19,-32.92439011,-71.50675531
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,440.6,19,-32.92610542,-70.28726234
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,440.6,19,-32.92610542,-70.28726234
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,440.6,19,-32.92610542,-70.28726234
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,440.6,19,-32.92610542,-70.28726234
"2,020",Valparaíso,Quillota,Quillota,Termoeléctricas,"Generación, transmisión y distribución de energía eléctrica",Carbon monoxide,425.53,19,-32.93750356,-71.32189478
"2,020",Valparaíso,Marga Marga,Quilpué,Otras industrias manufactureras,Otras industrias manufactureras n.c.p.,Carbon dioxide,424.33,19,-33.03816221,-71.42620485
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,415.52,19,-32.92610542,-70.28726234
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,415.52,19,-32.92610542,-70.28726234
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,405.55,19,-33.0955005,-70.25441905
"2,020",Valparaíso,Los Andes,Los Andes,Minería,Extracción y procesamiento de cobre,Carbon dioxide,405.55,19,-33.0955005,-70.25441905
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras industrias manufactureras,"Elaboración de cacao, chocolate y de productos de confitería",Carbon dioxide,395.58,19,-32.98313901,-71.5016217
"2,020",Valparaíso,Los Andes,Rinconada,Otras actividades,Actividades de juegos de azar y apuestas,Carbon dioxide,392.21,19,-32.92614836,-70.68082881
"2,020",Valparaíso,San Felipe de Aconcagua,Panquehue,Otras industrias manufactureras,Elaboración de vinos,Carbon monoxide,384.94,19,-32.79851512,-70.82736666
"2,020",Valparaíso,Valparaíso,Viña del Mar,Otras actividades,Actividades de hospitales públicos y privados,Carbon dioxide,384.9,19,-33.02947227,-71.54240762
"2,020",Valparaíso,San Felipe de Aconcagua,Panquehue,Otras industrias manufactureras,Elaboración de vinos,Carbon monoxide,379.91,19,-32.79851512,-70.82736666
"2,020",Valparaíso,San Felipe de Aconcagua,Panquehue,Otras industrias manufactureras,Elaboración de vinos,Carbon monoxide,379.91,19,-32.79851512,-70.82736666
"2,020",Valparaíso,San Felipe de Aconcagua,Panquehue,Otras industrias manufactureras,Elaboración de vinos,Carbon monoxide,379.91,19,-32.79851512,-70.82736666
"2,020",Valparaíso,Los Andes,Los Andes,Construcción,Construcción de proyectos de servicio público,Nitrogen oxides (NOx),377.07,19,-32.82834998,-70.0928896
"2,020",Valparaíso,Los Andes,Los Andes,Construcción,Construcción de proyectos de servicio público,Nitrogen oxides (NOx),377.07,19,-32.82834998,-70.0928896
